155	CLEOCIN PEDIATRIC
156	PROSTIN
157	HEMABATE
158	CAMPTOSAR
159	CLEOCIN T
160	PROSTIN
161	PREPIDIL
162	CLEOCIN
163	CAVERJECT
164	CORVERT
165	DETROL
166	DEPO-SUBQ PROVERA
167	GLYSET
168	ELLENCE
169	ZYVOX
170	SOMAVERT
171	CAVERJECT IMPULSE
172	DETROL LA
173	NICOTROL
174	ATGAM
175	AROMASIN
176	AZULFIDINE
177	EMCYT
178	CYKLOKAPRON
179	ESTRING
180	IDAMYCIN PFS
181	GENOTROPIN
182	MYCOBUTIN
183	XALATAN
184	ZINECARD
185	MEGACE
186	IXEMPRA
187	BICNU
188	CEENU
189	VUMON
190	LYSODREN
191	ETOPOPHOS
192	CYSTO-CONRAY II
193	CONRAY 30
194	CONRAY
195	OPTIMARK
196	SODIUM CHLORIDE
197	MD-76R
198	OPTIRAY
199	CONRAY 43
200	MD-GASTROVIEW
201	HEXABRIX
202	OCTREOSCAN
203	ULTRATAG
204	TECHNESCAN HDP
205	KIT FOR THE PREPARATION OF TECHNETIUM TC 99M SESTAMIBI
206	KIT FOR THE PREPARATION OF TC 99M PYROPHOSPHATE
207	TECHNESCAN MAG3
208	THALLOUS CHLORIDE TL 201
209	INDIUM IN 111 CHLORIDE
210	GALLIUM CITRATE GA-67
211	SODIUM IODIDE I-131
212	SODIUM IODIDE I 131
213	SODIUM IODIDE I 123
214	ULTRA-TECHNEKOW
215	TAZORAC
216	PRED-G
217	REFRESH P.M.
218	REFRESH LACRI-LUBE
219	BLEPHAMIDE
220	FML
221	REFRESH PLUS
222	REFRESH CLASSIC
223	REFRESH TEARS
224	BOTOX
225	ACULAR
226	LUMIGAN
227	REFRESH OPTIVE
228	OZURDEX
229	REFRESH OPTIVE
230	VIVITE DAILY FACIAL MOISTURIZER WITH SUNSCREEN SPF 30
231	ACUVAIL
232	SANCTURA
233	ZYMAXID
234	LATISSE
235	ACZONE
236	BOTOX COSMETIC
237	LASTACAFT
238	REFRESH OPTIVE ADVANCED
239	VIVITE AFTERCARE ENVIRONMENTAL PROTECTION SUNSCREEN SPF 30
240	BETAGAN
241	REFRESH CELLUVISC
242	VANIQA
243	SKIN MEDICA PURIFYING FOAMING WASH
244	SKINMEDICA PURIFYING TONER
245	SKINMEDICA TNS ULTIMATE DAILY MOISTURIZER SUNSCREEN SPF 20
246	SKINMEDICA DAILY PHYSICAL DEFENSE SPF 30 SUNSCREEN
247	SKINMEDICA ENVIRONMENTAL DEFENSE SUNSCREEN SPF 50
248	SKINMEDICA ACNE TREATMENT
249	POLYTRIM
250	AZELEX
251	ALOCRIL
252	RESTASIS
253	ALPHAGAN P
254	ELESTAT
255	REFRESH LIQUIGEL
256	COMBIGAN
257	AVAGE
258	ACULAR LS
259	ELIGARD
260	DEMEROL
261	DRISDOL
262	ELOXATIN
263	PHISOHEX
264	PLAQUENIL
265	PRIMAQUINE PHOSPHATE
266	FERRLECIT
267	MULTAQ
268	UROXATRAL
269	ELITEK
270	AMBIEN
271	XYZAL
272	APLENZIN
273	OFORTA
274	JEVTANA
275	AUVI-Q
276	ZALTRAP
277	LEUKINE
278	AVAPRO
279	AVALIDE
280	CLOLAR
281	MOZOBIL
282	TOUJEO
283	AFREZZA
284	LOMOTIL
285	SYNAREL
286	ALDACTONE
287	ALDACTAZIDE
288	DAYPRO
289	ARTHROTEC
290	CYTOTEC
291	CELEBREX
292	INSPRA
293	FLAGYL
294	CALAN
295	CALAN SR
296	FLAGYL ER
297	COVERA-HS
298	NORPACE
299	KOGENATE FS
300	BACTROBAN
301	TIMENTIN
302	CHILDRENS DIMETAPP COLD AND COUGH
303	CHILDRENS DIMETAPP COLD AND ALLERGY
304	CHILDRENS DIMETAPP LONG ACTING COUGH PLUS COLD
305	CHILDRENS DIMETAPP MULTISYMPTOM COLD AND FLU
306	CHILDRENS DIMETAPP NIGHTTIME COLD AND CONGESTION
307	CHILDRENS DIMETAPP MULTI-SYMPTOM COLD AND FLU
308	ROBITUSSIN MEDI-SOOTHERS COUGH DM
309	CHILDRENS ROBITUSSIN NIGHTTIME COUGH LONG-ACTING DM
310	CHILDRENS ROBITUSSIN COUGH AND COLD LONG-ACTING
311	CHILDRENS ROBITUSSIN COUGH LONG-ACTING
312	ROBITUSSIN NIGHT TIME COUGH AND COLD
313	ROBITUSSIN TO GO COUGH AND CHEST CONGESTION DM
314	ROBITUSSIN TO GO COUGH AND COLD CF
315	CHILDRENS ROBITUSSIN COUGH AND CHEST CONGESTION DM
316	CHILDRENS ROBITUSSIN COUGH AND COLD CF
317	ROBITUSSIN MAXIMUM STRENGTH NIGHTTIME COUGH DM
318	ROBITUSSIN MAXIMUM STRENGTH COUGH PLUS CHEST CONGESTION DM
319	ROBITUSSIN PEAK COLD DAYTIME COLD PLUS FLU
320	ROBITUSSIN PEAK COLD NIGHTTIME COLD PLUS FLU
321	ROBITUSSIN MUCUS PLUS CHEST CONGESTION
322	ROBITUSSIN PEAK COLD NASAL RELIEF
323	ROBITUSSIN PEAK COLD NIGHTTIME NASAL RELIEF
324	ROBITUSSIN PEAK COLD MAXIMUM STRENGTH MULTI-SYMPTOM COLD
325	ROBITUSSIN PEAK COLD NIGHTTIME MULTI-SYMPTOM COLD
326	ROBITUSSIN PEAK COLD COUGH PLUS CHEST CONGESTION DM
327	ROBITUSSIN PEAK COLD SUGAR-FREE COUGH PLUS CHEST CONGESTION DM
328	ROBITUSSIN PEAK COLD MAXIMUM STRENGTH COUGH PLUS CHEST CONGESTION DM
329	ROBITUSSIN LINGERING COLD LONG-ACTING COUGH
330	ROBITUSSIN LINGERING COLD LONG-ACTING COUGHGELS
331	ROBITUSSIN PEAK COLD MULTI-SYMPTOM COLD
332	CREON
333	PROMETRIUM
334	BUTISOL SODIUM
335	ASTELIN
336	ASTEPRO
337	DYMISTA
338	FELBATOL
339	LUFYLLIN
340	CESAMET
341	SOMA
342	DEMADEX
343	DEPEN
344	ELESTRIN
345	EDLUAR
346	URELLE
347	AVC
348	COLYTE
349	PROCTOFOAM
350	EPIFOAM
351	BIFERARX
352	OPTIVAR
353	MUSE
354	CLAFORAN
355	DIABETA
356	LASIX
357	AMARYL
358	ORAL-B NEUTRACARE MINT
359	ORAL-B MINUTE-FOAM BANANA SPLITZ
360	ORAL-B MINUTE-FOAM MELLOW MINT
361	ORAL-B MINUTE-FOAM ORANG-A-TANGY
362	ORAL-B MINUTE-FOAM BUBBLE GUM
363	ORAL-B MINUTE-FOAM STRAWBERRY
364	ORAL-B MINUTE-FOAM GRAPE PUNCH
365	ORAL-B NEUTRA-FOAM MINT
366	ORAL-B FLUORINSE MINT
367	ORAL-B
368	THERAFLU
369	PREMARIN
370	PHOSPHOLINE IODIDE
371	PREMPRO
372	PREMPHASE
373	UNASYN
374	GEODON
375	ERAXIS
376	GLUCOTROL
377	PFIZERPEN
378	ANTIVERT
379	RELPAX
380	CARDURA
381	VFEND
382	DIFLUCAN
383	ZOLOFT
384	VISTARIL
385	NAVANE
386	MARINOL
387	ANDROGEL
388	REMERON
389	REMERONSOLTAB
390	SAPHRIS
391	DESOGEN
392	IMPLANON
393	NUVARING
394	NEXPLANON
395	CYCLESSA
396	GANIRELIX ACETATE
397	FOLLISTIM AQ
398	PREGNYL
399	ZEMURON
400	TICE BCG
401	BCG VACCINE
402	MONONINE
403	STIMATE
404	ZEMAIRA
405	VIVAGLOBIN
406	MONOCLATE-P
407	ALBUMINAR-5
408	ALBUMINAR-25
409	ALBUMINAR-20
410	HELIXATE FS
411	FLUCONAZOLE
412	CALCITRIOL
413	FLECAINIDE ACETATE
414	PREDNISONE
415	LITHIUM CARBONATE
416	MEFLOQUINE HYDROCHLORIDE
417	CILOSTAZOL
418	CLARITHROMYCIN
419	IPRATROPIUM BROMIDE
420	ZIDOVUDINE
421	PILOCARPINE HYDROCHLORIDE
422	DIGOXIN
423	CITALOPRAM
424	RISPERIDONE
425	ONDANSETRON HYDROCHLORIDE
426	TORSEMIDE
427	BALSALAZIDE DISODIUM
428	EXEMESTANE
429	ZALEPLON
430	ZOLPIDEM TARTRATE
431	CALCIUM ACETATE
432	OXCARBAZEPINE
433	AMLODIPINE BESYLATE
434	RAMIPRIL
435	PERINDOPRIL ERBUMINE
436	VALACYCLOVIR
437	ROPINIROLE
438	LOSARTAN POTASSIUM
439	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE
440	GALANTAMINE HYDROBROMIDE ORAL SOLUTION
441	ACARBOSE
442	GRANISETRON HYDROCHLORIDE
443	MYCOPHENOLATE MOFETIL
444	ANASTROZOLE
445	BUPRENORPHINE HCL
446	BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE DIHYDRATE
447	FAMCICLOVIR
448	PROTRIPTYLINE HYDROCHLORIDE
449	QUETIAPINE FUMARATE
450	LEVETIRACETAM
451	MELOXICAM
452	MORPHINE SULFATE
453	CODEINE SULFATE
454	IRBESARTAN
455	IRBESARTAN AND HYDROCHLOROTHIAZIDE
456	MONTELUKAST SODIUM
457	HYDROMORPHONE HYDROCHLORIDE
458	LETROZOLE
459	IMIPRAMINE PAMOATE
460	NARATRIPTAN
461	OXYMORPHONE HYDROCHLORIDE
462	ESZOPICLONE
463	AZELASTINE HYDROCHLORIDE
464	CEVIMELINE HYDROCHLORIDE
465	DOXERCALCIFEROL
466	TINIDAZOLE
467	DISULFIRAM
468	SODIUM POLYSTYRENE SULFONATE
469	CYCLOPHOSPHAMIDE
470	OXYCODONE HYDROCHLORIDE
471	METHADONE HYDROCHLORIDE
472	DIPYRIDAMOLE
473	LEVORPHANOL TARTRATE
474	NEVIRAPINE
475	OXYCODONE HYDROCHLORIDE
476	TELMISARTAN
477	TELMISARTAN AND HYDROCHLOROTHIAZIDE
478	OXYCODONE AND ACETAMINOPHEN
479	OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN
480	ACETYLCYSTEINE
481	ALPRAZOLAM
482	BUTORPHANOL TARTRATE
483	CALCIUM CARBONATE
484	DEXAMETHASONE INTENSOL
485	DEXAMETHASONE
486	DIAZEPAM INTENSOL
487	DIAZEPAM
488	DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE
489	FLUTICASONE PROPIONATE
490	FUROSEMIDE
491	LACTULOSE
492	LIDOCAINE VISCOUS
493	LIDOCAINE HYDROCHLORIDE
494	LITHIUM
495	LORAZEPAM
496	MEGESTROL ACETATE
497	MEPERIDINE HYDROCHLORIDE
498	MIDAZOLAM HYDROCHLORIDE
499	MILK OF MAGNESIA
500	ROXICET
501	PREDNISONE INTENSOL
502	PROPRANOLOL HYDROCHLORIDE
503	AZATHIOPRINE
504	CLOTRIMAZOLE
505	DOLOPHINE
506	LEUCOVORIN CALCIUM
507	DISKETS
508	METHOTREXATE SODIUM
509	METHADONE HYDROCHLORIDE
510	MERCAPTOPURINE
511	PROPANTHELINE BROMIDE
512	TRIAZOLAM
513	COUMADIN
514	SUSTIVA
515	RETIN-A
516	RENOVA
517	RETIN-A MICRO
518	TERAZOL 7
519	TERAZOL 3
520	PROSHIELD PLUS
521	REGRANEX
522	PROSHIELD GLOVE
523	ACTIPREP
524	TRISEPTIN
525	SURGICEPT
526	PRUDOXIN
527	COLLAGENASE SANTYL
528	NEVANAC
529	MOXEZA
530	MIOSTAT
531	NAPHCON A
532	FLUORESCITE
533	FLAREX
534	BETOPTIC S
535	TRAVATAN Z
536	PATANOL
537	PATADAY
538	AZOPT
539	EMADINE
540	PATANASE
541	ZADITOR
542	MYDFRIN
543	ALOMIDE
544	MYDRIACYL
545	CYCLOMYDRIL
546	CYCLOGYL
547	BETADINE
548	TEARS NATURALE FREE
549	TEARS NATURALE II POLYQUAD
550	BION TEARS
551	TEARS NATURALE FORTE
552	SYSTANE LUBRICANT
553	SYSTANE
554	SYSTANE NIGHTTIME
555	EYE STREAM
556	TRIESENCE
557	VEXOL
558	MAXITROL
559	OMNIPRED
560	TOBREX
561	TOBREX
562	NATACYN
563	TOBRADEX
564	TOBRADEX ST
565	CILOXAN
566	CILOXAN
567	IOPIDINE
568	IOPIDINE
569	ATROPINE SULFATE
570	TETRACAINE HYDROCHLORIDE
571	BSS
572	BSS PLUS
573	SYSTANE ULTRA
574	ILEVRO
575	IZBA
576	ZADITOR
577	VIGAMOX
578	SIMBRINZA
579	PAZEO
580	CIPRO
581	CIPRODEX
582	DUREZOL
583	DERMATOP
584	BENZAMYCIN
585	CARAC
586	EX-LAX
587	GAS-X
588	ASCRIPTIN
589	DESENEX
590	MYOFLEX PAIN RELIEVING CREAM
591	TAVIST
592	EXCEDRIN
593	EXCEDRIN
594	EXCEDRIN PM TRIPLE ACTION CAPLETS
595	MINERAL ICE
596	NODOZ
597	COMTREX
598	4 WAY
599	VAGISTAT-1
600	VAGISTAT-3
601	LAMISIL
602	LAMISIL AT
603	TRANSDERM SCOP
604	HABITROL PATCH
605	AMERICAN FARE NICOTINE TRANSDERMAL SYSTEM
606	SAFEWAY NICOTINE TRANSDERMAL SYSTEM
607	KROGER NICOTINE TRANSDERMAL SYSTEM
608	EQUALINE NICOTINE TRANSDERMAL SYSTEM
609	RITE AID NICOTINE TRANSDERMAL SYSTEM
610	NICOTINE TRANSDERMAL SYSTEM
611	MEIJER NICOTINE TRANSDERMAL SYSTEM
612	PERDIEM
613	EXCHANGE SELECT NICOTINE TRANSDERMAL SYSTEM
614	CAREONE NICOTINE TRANSDERMAL SYSTEM
615	ALLERGY RELIEF
616	LORATADINE
617	LAMISL AF
618	FAMILY DOLLAR ALLERGY RELIEF
619	SUNMARK NICOTINE TRANSDERMAL SYSTEM
620	MAALOX
621	PREVACID
622	MAALOX ADVANCED MAXIMUM STRENGTH
623	LAMISIL
624	THERAFLU
625	TRIAMINIC
626	TRIAMINIC
627	TRIAMINIC LONG ACTING COUGH
628	ATHLETES FOOT
629	BUFFERIN
630	LAMISIL AT
631	EXCEDRIN MILD HEADACHE
632	NORPRAMIN
633	CANTIL
634	HIPREX
635	RIFADIN
636	RIFAMATE
637	RIFADIN IV
638	ETOMIDATE
639	HEPARIN SODIUM
640	OXALIPLATIN
641	OXALIPLATIN
642	TOPOTECAN HYDROCHLORIDE
643	PACLITAXEL
644	MITOXANTRONE HYDROCHLORIDE
645	CISPLATIN
646	KETOROLAC TROMETHAMINE
647	CLADRIBINE
648	TOBRAMYCIN SULFATE
649	FLUMAZENIL
650	VECURONIUM BROMIDE
651	VINORELBINE
652	DOXYCYCLINE
653	ELELYSO
654	PAMIDRONATE DISODIUM
655	RIFAMPIN
656	HALOPERIDOL
657	FAMOTIDINE
658	TESSALON
659	BOSULIF
660	ALSUMA
661	INLYTA
662	METHOTREXATE
663	CYTARABINE
664	FLUOROURACIL
665	DOXORUBICIN HYDROCHLORIDE
666	DEXAMETHASONE SODIUM PHOSPHATE
667	IBRANCE
668	FRAGMIN
669	TOVIAZ
670	REVATIO
671	ZITHROMAX
672	CHANTIX
673	SUTENT
674	ONDANSETRON HYDROCHLORIDE AND DEXTROSE
675	SELZENTRY
676	VIBRAMYCIN HYCLATE
677	VIBRAMYCIN MONOHYDRATE
678	VIBRAMYCIN CALCIUM
679	VIBRA-TABS
680	XELJANZ
681	ONDANSETRON
682	NORVASC
683	CADUET
684	METRONIDAZOLE
685	VANCOMYCIN HYDROCHLORIDE
686	STERILE VANCOMYCIN HYDROCHLORIDE
687	PROCARDIA
688	VANCOMYCIN HYDROCHLORIDE
689	ZITHROMAX
690	FELDENE
691	CIPROFLOXACIN
692	GEMCITABINE HYDROCHLORIDE
693	ZMAX
694	VIAGRA
695	MINIPRESS
696	IFOSFAMIDE
697	CEREBYX
698	TIKOSYN
699	XALKORI
700	DOCETAXEL
701	FLUDARABINE PHOSPHATE
702	DILANTIN INFATABS
703	LIPITOR
704	ACCURETIC
705	ZARONTIN
706	NARDIL
707	DILANTIN
708	NEURONTIN
709	NITROSTAT
710	CELONTIN
711	ACCUPRIL
712	LOPID
713	LYRICA
714	DILANTIN-125
715	KALETRA
716	SURVANTA
717	LUPANETA PACK
718	DEPACON
719	ZEMPLAR
720	NORVIR
721	LUPRON DEPOT-PED
722	VICOPROFEN
723	MAVIK
724	BIAXIN
725	ADVICOR
726	DUOPA
727	TEVETEN HCT
728	K-TAB
729	TEVETEN
730	VICODIN
731	VICODIN ES
732	CARDIZEM LA
733	VICODIN HP
734	NIASPAN
735	VIEKIRA PAK
736	MODERIBA
737	TARKA
738	SIMCOR
739	LUPRON DEPOT
740	SYNTHROID
741	TRIDIONE
742	HUMIRA
743	DEPAKOTE
744	MIVACRON
745	NIMBEX
746	ULTANE
747	DEPAKENE
748	TRICOR
749	ERYTHROCIN STEARATE
750	GENGRAF
751	CALCIJEX
752	TRILIPIX
753	DDAVP
754	LOVENOX
755	NASACORT AQ
756	RILUTEK
757	TAXOTERE
758	URIBEL
759	HYOPHEN
760	PHOSPHASAL
761	USTELL
762	SANDIMMUNE
763	CLOZARIL
764	MIACALCIN
765	LESCOL
766	SANDOSTATIN
767	NEORAL
768	FEMARA
769	DIOVAN HCT
770	EXELON
771	COMTAN
772	SIMULECT
773	TRILEPTAL
774	SANDOSTATIN LAR DEPOT
775	VIVELLE-DOT
776	DESFERAL
777	STARLIX
778	DIOVAN
779	LOTREL
780	FAMVIR
781	RITALIN
782	COMBIPATCH
783	FOCALIN
784	MYFORTIC
785	ZOMETA
786	LOPRESSOR
787	GLEEVEC
788	STALEVO
789	ZORTRESS
790	GENTEAL
791	RECLAST
792	CATAFLAM
793	VOLTAREN
794	LOTENSIN
795	LOTENSIN HCT
796	EXJADE
797	VOLTAREN
798	TEKTURNA
799	EXFORGE
800	TEGRETOL
801	TOBI
802	PROLEUKIN
803	HYPOTEARS
804	TEKTURNA HCT
805	TASIGNA
806	TYZEKA
807	EXFORGE HCT
808	AFINITOR
809	COARTEM
810	EXTAVIA
811	ILARIS
812	FANAPT
813	TEKAMLO
814	GILENYA
815	AMTURNIDE
816	HECORIA
817	ARCAPTA NEOHALER
818	TOBI PODHALER
819	SIGNIFOR
820	COSENTYX
821	ZYKADIA
822	SIGNIFOR LAR
823	FARYDAK
824	JADENU
825	SANDOSTATIN LAR DEPOT DEMONSTRATION KIT
826	IMDUR
827	VICTRELIS
828	ELOCON
829	GUANIDINE HYDROCHLORIDE
830	DIPROLENE AF
831	INTRON A
832	CELESTONE SOLUSPAN
833	DIPROLENE
834	NITRO-DUR
835	LOTRISONE
836	PROVENTIL HFA
837	INTEGRILIN
838	REBETOL
839	CLARINEX
840	PEGINTRON
841	SYLATRON
842	NASONEX
843	CLARINEX-D 12 HOUR
844	NOXAFIL
845	ASMANEX
846	TEMODAR
847	FORADIL
848	AVELOX
849	ASMANEX HFA
850	DULERA
851	AVAPRO
852	AVALIDE
853	GLUCOPHAGE
854	GLUCOVANCE
855	VIDEX
856	VIDEX EC
857	RIFATER
858	ALLEGRA D-12 HOUR
859	ALLEGRA--D 24 HOUR
860	ALLEGRA
861	NILANDRON
862	ANZEMET
863	PRIFTIN
864	ARAVA
865	LANTUS SOLOSTAR
866	LANTUS
867	KETEK
868	APIDRA
869	APIDRA SOLOSTAR
870	CALCIUM DISODIUM VERSENATE
871	MAJOR ORAL PAIN RELIEF
872	MAJOR CAMPHOR AND PHENOL
873	VERELAN
874	NIRAVAM
875	UNIVASC
876	UNIRETIC
877	VERELAN PM
878	LEVATOL
879	REGLAN
880	ROBAXIN
881	MOEXIPRIL HYDROCHLORIDE
882	ENALAPRIL MALEATE
883	LAMOTRIGINE
884	CLOMIPHENE CITRATE
885	ACETAMINOPHEN AND CODEINE PHOSPHATE
886	CARVEDILOL
887	BUSPIRONE HYDROCHLORIDE
888	TRAMADOL HYDROCHLORIDE
889	RABEPRAZOLE SODIUM
890	SULFAMETHOXAZOLE AND TRIMETHOPRIM
891	EPITOL
892	CARBAMAZEPINE
893	ESTAZOLAM
894	NAPROXEN
895	TICLOPIDINE HYDROCHLORIDE
896	TOPIRAMATE
897	LEFLUNOMIDE
898	VENLAFAXINE HYDROCHLORIDE
899	BICALUTAMIDE
900	FLUOCINONIDE
901	CARBIDOPA AND LEVODOPA
902	CLEMASTINE FUMARATE
903	LOPERAMIDE HYDROCHLORIDE
904	KETOROLAC TROMETHAMINE
905	DILTIAZEM HYDROCHLORIDE
906	NAPROXEN SODIUM
907	LOVASTATIN
908	ALBUTEROL SULFATE
909	GEMFIBROZIL
910	FLURBIPROFEN
911	METOPROLOL TARTRATE
912	DONEPEZIL HYDROCHLORIDE
913	ATENOLOL
914	DIFLUNISAL
915	PIROXICAM
916	PRAVASTATIN SODIUM
917	TAMOXIFEN CITRATE
918	NORTRIPTYLINE HYDROCHLORIDE
919	NIFEDICAL
920	CLONAZEPAM
921	KETOCONAZOLE
922	ETODOLAC
923	OXAPROZIN
924	DICLOFENAC POTASSIUM
925	NYSTATIN
926	MUPIROCIN
927	NABUMETONE
928	NEFAZODONE HYDROCHLORIDE
929	DICLOFENAC SODIUM
930	ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE
931	METFORMIN HYDROCHLORIDE
932	SOTALOL HYDROCHLORIDE
933	CEFPROZIL
934	CEFACLOR
935	ACITRETIN
936	PENICILLIN V POTASSIUM
937	NEOMYCIN SULFATE
938	CROMOLYN SODIUM
939	WARFARIN SODIUM
940	AZITHROMYCIN
941	PIOGLITAZONE
942	TOLTERODINE TARTRATE
943	NIFEDIPINE
944	FENOFIBRATE
945	DOXAZOSIN
946	TOLMETIN SODIUM
947	TRIAMCINOLONE ACETONIDE
948	ZEOSA
949	PHENTERMINE HYDROCHLORIDE
950	NITROFURANTOIN MACROCRYSTALS
951	TRIMETHOPRIM
952	METOCLOPRAMIDE
953	SUCRALFATE
954	CEPHALEXIN
955	AMOXICILLIN
956	AMOXICILLIN AND CLAVULANATE POTASSIUM
957	CYPROHEPTADINE HYDROCHLORIDE
958	METHYLDOPA
959	QUININE SULFATE
960	CLOZAPINE
961	VERAPAMIL HYDROCHLORIDE
962	JINTELI
963	DICLOXACILLIN SODIUM
964	DISOPYRAMIDE PHOSPHATE
965	CAMRESE
966	CEFDINIR
967	MINOCYCLINE HYDROCHLORIDE
968	CLINDAMYCIN HYDROCHLORIDE
969	KETOPROFEN
970	CEFADROXIL
971	INDOMETHACIN
972	PRAZOSIN HYDROCHLORIDE
973	TOBRAMYCIN
974	LEVALBUTEROL
975	BUMETANIDE
976	NADOLOL
977	FLUOXETINE
978	GABAPENTIN
979	PIOGLITAZONE AND METFORMIN HYDROCHOLRIDE
980	HYDROXYZINE HYDROCHLORIDE
981	OLANZAPINE
982	PENTOXIFYLLINE
983	BENAZEPRIL HYDROCHLORIDE
984	ALENDRONATE SODIUM
985	HYDROCODONE BITARTRATE AND IBUPROFEN
986	OXYBUTYNIN CHLORIDE
987	MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE
988	BISOPROLOL FUMARATE
989	DEXMETHYLPHENIDATE HYDROCHLORIDE
990	VORICONAZOLE
991	METHYLPHENIDATE HYDROCHLORIDE
992	PROGESTERONE
993	BUPRENORPHINE HYDROCHLORIDE
994	LAMIVUDINE AND ZIDOVUDINE
995	OMEGA-3-ACID ETHYL ESTERS
996	CABERGOLINE
997	GIANVI
998	MIMVEY LO
999	MIMVEY
1000	OLANZAPINE AND FLUOXETINE
1001	SILDENAFIL
1002	ESZOPICLONE
1003	BUPROBAN
1004	GLYBURIDE AND METFORMIN HYDROCHLORIDE
1005	BUPRENORPHINE AND NALOXONE
1006	ENTECAVIR
1007	ESCITALOPRAM
1008	PREDNISOLONE
1009	IMIQUIMOD
1010	CAMRESELO
1011	CETIRIZINE HYDROCHLORIDE
1012	ADAPALENE
1013	ESOMEPRAZOLE MAGNESIUM
1014	IPRATROPIUM BROMIDE AND ALBUTEROL SULFATE
1015	BUDESONIDE
1016	FENTANYL
1017	AMLODIPINE, VALSARTAN, AND HYDROCHLOROTHIAZIDE
1018	GRISEOFULVIN
1019	PAROXETINE
1020	SIMVASTATIN
1021	CELECOXIB
1022	OFLOXACIN
1023	MIRTAZAPINE
1024	FOSINOPRIL SODIUM
1025	RIBAVIRIN
1026	MELOXICAM
1027	GLIMEPIRIDE
1028	RALOXIFENE HYDROCHLORIDE
1029	LEVOFLOXACIN
1030	CLOPIDOGREL
1031	DESMOPRESSIN ACETATE
1032	TRANDOLAPRIL
1033	TAMSULOSIN HYDROCHLORIDE
1034	LANSOPRAZOLE
1035	FINASTERIDE
1036	AMLODIPINE AND BENAZEPRIL HYDROCHLORIDE
1037	MOXIFLOXACIN HYDROCHLORIDE
1038	NIACIN
1039	VALSARTAN
1040	DIVALPROEX SODIUM
1041	FLUVASTATIN
